Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Salinas city,03/01/2020,2020,March,68500,14200,0.172
San Andreas CDP,03/01/2020,2020,March,1130,30,0.023
San Anselmo town,03/01/2020,2020,March,7000,300,0.043
San Antonio Heights CDP,03/01/2020,2020,March,1600,0,0.013
San Ardo CDP,03/01/2020,2020,March,200,0,0.036
San Bernardino city,03/01/2020,2020,March,79300,5300,0.063
San Bruno city,03/01/2020,2020,March,26200,800,0.028
San Buenaventura (Ventura) city,03/01/2020,2020,March,53700,2300,0.041
San Carlos city,03/01/2020,2020,March,17300,400,0.025
San Clemente city,03/01/2020,2020,March,30100,1100,0.036
Sand City city,03/01/2020,2020,March,200,0,0.08
San Diego city,03/01/2020,2020,March,685100,28800,0.04
San Dimas city,03/01/2020,2020,March,16500,1000,0.058
San Fernando city,03/01/2020,2020,March,10800,700,0.062
San Francisco city,03/01/2020,2020,March,561200,18100,0.031
San Gabriel city,03/01/2020,2020,March,19900,1200,0.057
Sanger city,03/01/2020,2020,March,10400,1400,0.117
San Jacinto city,03/01/2020,2020,March,17700,1400,0.071
San Joaquin city,03/01/2020,2020,March,1400,300,0.174
San Jose city,03/01/2020,2020,March,530400,19600,0.036
San Juan Bautista city,03/01/2020,2020,March,1000,0,0.045
San Juan Capistrano city,03/01/2020,2020,March,16300,600,0.036
San Leandro city,03/01/2020,2020,March,44200,1900,0.041
San Lorenzo CDP,03/01/2020,2020,March,12100,500,0.041
San Lucas CDP,03/01/2020,2020,March,200,0,0.208
San Luis Obispo city,03/01/2020,2020,March,24700,900,0.034
San Marcos city,03/01/2020,2020,March,40500,1600,0.037
San Marino city,03/01/2020,2020,March,5200,200,0.035
San Martin CDP,03/01/2020,2020,March,3700,100,0.029
San Mateo city,03/01/2020,2020,March,63200,1700,0.027
San Miguel CDP,03/01/2020,2020,March,1200,100,0.082
San Pablo city,03/01/2020,2020,March,13100,600,0.047
San Rafael city,03/01/2020,2020,March,31000,900,0.029
San Ramon city,03/01/2020,2020,March,37900,1300,0.033
Santa Ana city,03/01/2020,2020,March,149000,5800,0.038
Santa Barbara city,03/01/2020,2020,March,47500,1400,0.029
Santa Clara city,03/01/2020,2020,March,68900,2200,0.031
Santa Clarita city,03/01/2020,2020,March,103800,6700,0.06
Santa Cruz city,03/01/2020,2020,March,30900,1200,0.038
Santa Fe Springs city,03/01/2020,2020,March,7600,300,0.039
Santa Maria city,03/01/2020,2020,March,44900,5600,0.111
Santa Monica city,03/01/2020,2020,March,51700,3300,0.061
Santa Paula city,03/01/2020,2020,March,12700,1600,0.11
Santa Rosa city,03/01/2020,2020,March,86200,3400,0.038
Santa Ynez CDP,03/01/2020,2020,March,2000,100,0.062
Santee city,03/01/2020,2020,March,27900,1200,0.041
Saratoga city,03/01/2020,2020,March,14200,500,0.034
Sausalito city,03/01/2020,2020,March,4200,100,0.032
Scotts Valley city,03/01/2020,2020,March,5700,300,0.047
Seal Beach city,03/01/2020,2020,March,9400,400,0.04
Searles Valley CDP,03/01/2020,2020,March,600,100,0.093
Seaside city,03/01/2020,2020,March,15700,600,0.034
Sebastopol city,03/01/2020,2020,March,3800,300,0.065
Selma city,03/01/2020,2020,March,10100,900,0.083
Shafter city,03/01/2020,2020,March,6500,1300,0.167
Shandon CDP,03/01/2020,2020,March,600,0,0.044
Shasta Lake city,03/01/2020,2020,March,4000,400,0.083
Shaver Lake CDP,03/01/2020,2020,March,300,0,0.014
Shingle Springs CDP,03/01/2020,2020,March,1900,0,0.011
Shingletown CDP,03/01/2020,2020,March,700,100,0.09
Shoshone CDP,03/01/2020,2020,March,10,0,0
Sierra Madre city,03/01/2020,2020,March,5200,400,0.066
Signal Hill city,03/01/2020,2020,March,5900,400,0.061
Simi Valley city,03/01/2020,2020,March,64500,2700,0.039
Solana Beach city,03/01/2020,2020,March,6700,200,0.022
Soledad city,03/01/2020,2020,March,6800,1600,0.189
Solvang city,03/01/2020,2020,March,2800,100,0.033
Sonoma city,03/01/2020,2020,March,5300,200,0.03
Sonora city,03/01/2020,2020,March,1800,120,0.063
Soquel CDP,03/01/2020,2020,March,5400,400,0.064
Soulsbyville CDP,03/01/2020,2020,March,1040,70,0.06
South Dos Palos CDP,03/01/2020,2020,March,600,200,0.258
South El Monte city,03/01/2020,2020,March,8600,600,0.064
South Gate city,03/01/2020,2020,March,38900,3000,0.071
South Lake Tahoe city,03/01/2020,2020,March,12000,700,0.053
South Oroville CDP,03/01/2020,2020,March,1100,100,0.066
South Pasadena city,03/01/2020,2020,March,13800,800,0.052
South San Francisco city,03/01/2020,2020,March,38400,1200,0.03
South San Gabriel CDP,03/01/2020,2020,March,3600,300,0.07
South San Jose Hills CDP,03/01/2020,2020,March,8600,900,0.09
South Taft CDP,03/01/2020,2020,March,400,200,0.267
South Whittier CDP,03/01/2020,2020,March,25600,1500,0.056
Spreckels CDP,03/01/2020,2020,March,300,0,0
Spring Garden CDP,03/01/2020,2020,March,0,0,0
Spring Valley CDP,03/01/2020,2020,March,13600,800,0.059
Springville CDP,03/01/2020,2020,March,300,0,0.074
Squaw Valley CDP,03/01/2020,2020,March,1300,100,0.092
Squirrel Mountain Valley CDP,03/01/2020,2020,March,200,100,0.282
Stallion Springs CDP,03/01/2020,2020,March,900,200,0.192
Stanton city,03/01/2020,2020,March,17400,700,0.041
Stockton city,03/01/2020,2020,March,119000,12600,0.096
Stratford CDP,03/01/2020,2020,March,300,100,0.162
Strathmore CDP,03/01/2020,2020,March,1000,400,0.277
Suisun City city,03/01/2020,2020,March,13700,700,0.049
Summerland CDP,03/01/2020,2020,March,400,0,0.059
Sunnyside Tahoe City CDP,03/01/2020,2020,March,700,0,0.063
Sunnyvale city,03/01/2020,2020,March,84500,2300,0.027
Sunol CDP,03/01/2020,2020,March,400,0,0.038
Susanville city,03/01/2020,2020,March,2710,210,0.073
Sutter CDP,03/01/2020,2020,March,1400,100,0.085
Sutter Creek city,03/01/2020,2020,March,1010,30,0.028
Taft city,03/01/2020,2020,March,2800,200,0.078
Taft Heights CDP,03/01/2020,2020,March,900,100,0.114
Taft Mosswood CDP,03/01/2020,2020,March,300,0,0.088
Tahoe Vista CDP,03/01/2020,2020,March,800,0,0.009
Tamalpais Homestead Valley CDP,03/01/2020,2020,March,6000,300,0.04
Tara Hills CDP,03/01/2020,2020,March,2700,100,0.042
Taylorsville CDP,03/01/2020,2020,March,30,50,0.646
Tecopa CDP,03/01/2020,2020,March,20,20,0.4
Tehachapi city,03/01/2020,2020,March,3400,300,0.082
Tehama city,03/01/2020,2020,March,160,10,0.079
Temecula city,03/01/2020,2020,March,52800,2300,0.042
Temple City city,03/01/2020,2020,March,16900,900,0.053
Templeton CDP,03/01/2020,2020,March,3900,100,0.018
Terra Bella CDP,03/01/2020,2020,March,1200,600,0.338
Thermalito CDP,03/01/2020,2020,March,2100,300,0.11
Thousand Oaks city,03/01/2020,2020,March,61900,2400,0.037
Thousand Palms CDP,03/01/2020,2020,March,2800,100,0.037
Three Rivers CDP,03/01/2020,2020,March,1100,100,0.091
Tipton CDP,03/01/2020,2020,March,1100,400,0.254
Tobin CDP,03/01/2020,2020,March,0,0,0
Tomales CDP,03/01/2020,2020,March,200,0,0
Toro Canyon CDP,03/01/2020,2020,March,700,0,0.02
Torrance city,03/01/2020,2020,March,72200,4000,0.053
Tracy city,03/01/2020,2020,March,41200,2000,0.047
Tranquillity CDP,03/01/2020,2020,March,300,0,0
Traver CDP,03/01/2020,2020,March,300,0,0.079
Trinidad city,03/01/2020,2020,March,100,0,0.036
Truckee town,03/01/2020,2020,March,9750,360,0.036
Tulare city,03/01/2020,2020,March,25200,2200,0.08
Tuolumne City CDP,03/01/2020,2020,March,550,0,0
Tupman CDP,03/01/2020,2020,March,100,0,0.261
Turlock city,03/01/2020,2020,March,31700,2100,0.061
Tustin city,03/01/2020,2020,March,40400,1500,0.037
Twain CDP,03/01/2020,2020,March,0,0,0
Twain Harte CDP,03/01/2020,2020,March,1040,50,0.044
Twentynine Palms city,03/01/2020,2020,March,6600,400,0.057
Twin Lakes CDP,03/01/2020,2020,March,2500,200,0.065
Ukiah city,03/01/2020,2020,March,6740,550,0.075
Union City city,03/01/2020,2020,March,35200,1400,0.039
Upland city,03/01/2020,2020,March,37800,1600,0.042
Upper Lake CDP,03/01/2020,2020,March,490,40,0.074
Vacaville city,03/01/2020,2020,March,43900,2000,0.043
Valinda CDP,03/01/2020,2020,March,12000,900,0.069
Vallejo city,03/01/2020,2020,March,53600,3000,0.052
Valle Vista CDP,03/01/2020,2020,March,6500,400,0.058
Valley Acres CDP,03/01/2020,2020,March,200,100,0.259
Valley Center CDP,03/01/2020,2020,March,4000,100,0.035
Valley Ranch CDP,03/01/2020,2020,March,0,0,0
Valley Springs CDP,03/01/2020,2020,March,1970,70,0.036
Val Verde CDP,03/01/2020,2020,March,1500,200,0.112
Vandenberg AFB CDP,03/01/2020,2020,March,800,100,0.069
Vandenberg Village CDP,03/01/2020,2020,March,3500,200,0.043
Vernon city,03/01/2020,2020,March,0,0,0.042
Victorville city,03/01/2020,2020,March,42900,3300,0.071
View Park Windsor Hills CDP,03/01/2020,2020,March,5100,700,0.115
Villa Park city,03/01/2020,2020,March,2300,100,0.041
Vine Hill CDP,03/01/2020,2020,March,1700,0,0.023
Vineyard CDP,03/01/2020,2020,March,12900,500,0.041
Visalia city,03/01/2020,2020,March,56100,3800,0.063
Vista city,03/01/2020,2020,March,42700,2000,0.045
Walnut city,03/01/2020,2020,March,14800,800,0.052
Walnut Creek city,03/01/2020,2020,March,32800,1200,0.035
Walnut Grove CDP,03/01/2020,2020,March,600,100,0.099
Walnut Park CDP,03/01/2020,2020,March,7100,500,0.068
Wasco city,03/01/2020,2020,March,7500,1800,0.197
Waterford city,03/01/2020,2020,March,3200,400,0.107
Watsonville city,03/01/2020,2020,March,22600,5800,0.204
Weaverville CDP,03/01/2020,2020,March,1050,140,0.119
Weed city,03/01/2020,2020,March,920,140,0.133
Weedpatch CDP,03/01/2020,2020,March,900,100,0.132
Weldon CDP,03/01/2020,2020,March,800,200,0.166
West Athens CDP,03/01/2020,2020,March,4000,400,0.087
West Bishop CDP,03/01/2020,2020,March,1270,40,0.034
West Carson CDP,03/01/2020,2020,March,10300,600,0.055
West Covina city,03/01/2020,2020,March,48300,3300,0.064
West Hollywood city,03/01/2020,2020,March,24800,2200,0.082
Westlake Village city,03/01/2020,2020,March,3600,100,0.035
West Menlo Park CDP,03/01/2020,2020,March,2200,100,0.036
Westminster city,03/01/2020,2020,March,39400,1800,0.043
West Modesto CDP,03/01/2020,2020,March,1800,500,0.202
Westmont CDP,03/01/2020,2020,March,12300,1300,0.092
Westmorland city,03/01/2020,2020,March,800,200,0.181
West Point CDP,03/01/2020,2020,March,160,0,0
West Puente Valley CDP,03/01/2020,2020,March,10200,1100,0.098
West Sacramento city,03/01/2020,2020,March,24200,1300,0.049
West Whittier Los Nietos CDP,03/01/2020,2020,March,11600,500,0.044
Westwood CDP,03/01/2020,2020,March,550,10,0.021
Wheatland city,03/01/2020,2020,March,1600,200,0.096
Whitehawk CDP,03/01/2020,2020,March,10,0,0
Whittier city,03/01/2020,2020,March,40100,2700,0.064
Wildomar city,03/01/2020,2020,March,16800,900,0.049
Wilkerson CDP,03/01/2020,2020,March,240,10,0.056
Williams city,03/01/2020,2020,March,2250,430,0.16
Willits city,03/01/2020,2020,March,1820,80,0.043
Willowbrook CDP,03/01/2020,2020,March,8600,900,0.095
Willow Creek CDP,03/01/2020,2020,March,600,0,0
Willows city,03/01/2020,2020,March,2330,280,0.108
Wilton CDP,03/01/2020,2020,March,2200,100,0.026
Winchester CDP,03/01/2020,2020,March,1100,100,0.062
Windsor town,03/01/2020,2020,March,13700,500,0.038
Winters city,03/01/2020,2020,March,3700,200,0.063
Winton CDP,03/01/2020,2020,March,4100,1100,0.214
Wofford Heights CDP,03/01/2020,2020,March,600,100,0.124
Woodcrest CDP,03/01/2020,2020,March,8600,200,0.027
Woodlake city,03/01/2020,2020,March,2900,400,0.132
Woodland city,03/01/2020,2020,March,28500,2600,0.084
Woodville CDP,03/01/2020,2020,March,700,200,0.207
Wrightwood CDP,03/01/2020,2020,March,1800,100,0.035
Yorba Linda city,03/01/2020,2020,March,33100,1200,0.034
Yosemite Lakes CDP,03/01/2020,2020,March,1800,200,0.107
Yosemite Valley CDP,03/01/2020,2020,March,930,30,0.035
Yountville town,03/01/2020,2020,March,1100,100,0.05
Yreka city,03/01/2020,2020,March,2640,330,0.111
Yuba City city,03/01/2020,2020,March,29100,3700,0.113
Yucaipa city,03/01/2020,2020,March,24100,1200,0.046
Yucca Valley town,03/01/2020,2020,March,8100,600,0.069
California,04/01/2020,2020,April,15524500,2993800,0.162
California,04/01/2020,2020,April,15539400,3043300,0.164
Alameda County,04/01/2020,2020,April,691200,112900,0.14
Alpine County,04/01/2020,2020,April,390,110,0.216
Amador County,04/01/2020,2020,April,12430,2090,0.144
Butte County,04/01/2020,2020,April,79300,14600,0.155
Calaveras County,04/01/2020,2020,April,17930,2740,0.133
Colusa County,04/01/2020,2020,April,7810,2880,0.27
Contra Costa County,04/01/2020,2020,April,458800,77800,0.145
Del Norte County,04/01/2020,2020,April,8330,1270,0.133
El Dorado County,04/01/2020,2020,April,76200,13700,0.153
Fresno County,04/01/2020,2020,April,374400,75900,0.169
Glenn County,04/01/2020,2020,April,9580,1830,0.16
Humboldt County,04/01/2020,2020,April,53600,8600,0.138
Imperial County,04/01/2020,2020,April,51700,20200,0.281
Inyo County,04/01/2020,2020,April,7060,1130,0.138
Kern County,04/01/2020,2020,April,301600,69200,0.187
Kings County,04/01/2020,2020,April,47400,9700,0.17
Lake County,04/01/2020,2020,April,21620,4340,0.167
Lassen County,04/01/2020,2020,April,7990,1040,0.116
Los Angeles County,04/01/2020,2020,April,3787600,969300,0.204
Los Angeles County,04/01/2020,2020,April,3764000,989100,0.208
Madera County,04/01/2020,2020,April,51700,10400,0.167
Marin County,04/01/2020,2020,April,113700,14400,0.112
Mariposa County,04/01/2020,2020,April,6420,1430,0.182
Mendocino County,04/01/2020,2020,April,32040,5520,0.147
Merced County,04/01/2020,2020,April,93900,21600,0.187
Modoc County,04/01/2020,2020,April,2640,430,0.139
Mono County,04/01/2020,2020,April,4670,1840,0.283
Monterey County,04/01/2020,2020,April,160300,41400,0.205
Napa County,04/01/2020,2020,April,60700,11600,0.161
Nevada County,04/01/2020,2020,April,36430,6550,0.152
Orange County,04/01/2020,2020,April,1327700,212600,0.138
Placer County,04/01/2020,2020,April,156500,23500,0.13
Plumas County,04/01/2020,2020,April,5370,1410,0.208
Riverside County,04/01/2020,2020,April,915700,169500,0.156
Sacramento County,04/01/2020,2020,April,590100,99700,0.145
San Benito County,04/01/2020,2020,April,26100,6100,0.189
San Bernardino County,04/01/2020,2020,April,806600,127300,0.136
San Diego County,04/01/2020,2020,April,1317500,232800,0.15
San Francisco County,04/01/2020,2020,April,483900,69800,0.126
San Joaquin County,04/01/2020,2020,April,267700,57900,0.178
San Luis Obispo County,04/01/2020,2020,April,114700,18700,0.14
San Mateo County,04/01/2020,2020,April,382100,49000,0.114
Santa Barbara County,04/01/2020,2020,April,182800,29500,0.139
Santa Clara County,04/01/2020,2020,April,898300,119400,0.117
Santa Cruz County,04/01/2020,2020,April,112000,23000,0.17
Shasta County,04/01/2020,2020,April,60900,11200,0.156
Sierra County,04/01/2020,2020,April,1010,170,0.146
Siskiyou County,04/01/2020,2020,April,13940,2590,0.157
Solano County,04/01/2020,2020,April,171100,30400,0.151
Sonoma County,04/01/2020,2020,April,212500,36100,0.145
Stanislaus County,04/01/2020,2020,April,192500,40800,0.175
Sutter County,04/01/2020,2020,April,36900,8200,0.182
Tehama County,04/01/2020,2020,April,21750,3650,0.144
Trinity County,04/01/2020,2020,April,3790,550,0.127
Tulare County,04/01/2020,2020,April,157900,37800,0.193
Tuolumne County,04/01/2020,2020,April,18180,3800,0.173
Ventura County,04/01/2020,2020,April,354900,57400,0.139
Yolo County,04/01/2020,2020,April,89500,11800,0.116
Yuba County,04/01/2020,2020,April,24900,4800,0.161
Anaheim-Santa Ana-Irvine MD,04/01/2020,2020,April,1327700,212600,0.138
Bakersfield MSA,04/01/2020,2020,April,301600,69200,0.187
Chico MSA,04/01/2020,2020,April,79300,14600,0.155
El Centro MSA,04/01/2020,2020,April,51700,20200,0.281
Fresno MSA,04/01/2020,2020,April,374400,75900,0.169
Hanford-Corcoran MSA,04/01/2020,2020,April,47400,9700,0.17
Los Angeles-Long Beach-Glendale MD,04/01/2020,2020,April,3787600,969300,0.204
Los Angeles-Long Beach-Glendale MD,04/01/2020,2020,April,3764000,989100,0.208
Madera MSA,04/01/2020,2020,April,51700,10400,0.167
Merced MSA,04/01/2020,2020,April,93900,21600,0.187
Modesto MSA,04/01/2020,2020,April,192500,40800,0.175
Napa MSA,04/01/2020,2020,April,60700,11600,0.161
Oakland-Hayward-Berkeley MD,04/01/2020,2020,April,1150000,190700,0.142
Oxnard-Thousand Oaks-Ventura MSA,04/01/2020,2020,April,354900,57400,0.139
Redding MSA,04/01/2020,2020,April,60900,11200,0.156
Riverside-San Bernardino-Ontario MSA,04/01/2020,2020,April,1722300,296800,0.147
Sacramento--Roseville--Arden-Arcade MSA,04/01/2020,2020,April,912300,148700,0.14
Salinas MSA,04/01/2020,2020,April,160300,41400,0.205
San Diego-Carlsbad MSA,04/01/2020,2020,April,1317500,232800,0.15
San Francisco-Redwood City-South San Francisco MD,04/01/2020,2020,April,866000,118800,0.121
San Jose-Sunnyvale-Santa Clara MSA,04/01/2020,2020,April,924500,125500,0.12
San Luis Obispo-Paso Robles-Arroyo Grande MSA,04/01/2020,2020,April,114700,18700,0.14
San Rafael MD,04/01/2020,2020,April,113700,14400,0.112
Santa Cruz-Watsonville MSA,04/01/2020,2020,April,112000,23000,0.17
Santa Maria-Santa Barbara MSA,04/01/2020,2020,April,182800,29500,0.139
Santa Rosa MSA,04/01/2020,2020,April,212500,36100,0.145
Stockton-Lodi MSA,04/01/2020,2020,April,267700,57900,0.178
Vallejo-Fairfield MSA,04/01/2020,2020,April,171100,30400,0.151
Visalia-Porterville MSA,04/01/2020,2020,April,157900,37800,0.193
Yuba City MSA,04/01/2020,2020,April,61800,13000,0.174
Acton CDP,04/01/2020,2020,April,2700,500,0.159
Adelanto city,04/01/2020,2020,April,7800,1900,0.195
Agoura Hills city,04/01/2020,2020,April,8600,1900,0.179
Alameda city,04/01/2020,2020,April,34000,5400,0.137
Alamo CDP,04/01/2020,2020,April,5500,500,0.088
Albany city,04/01/2020,2020,April,8100,1100,0.12
Alhambra city,04/01/2020,2020,April,34700,10000,0.223
Aliso Viejo city,04/01/2020,2020,April,25100,3600,0.127
Alondra Park CDP,04/01/2020,2020,April,3000,1100,0.267
Alpaugh CDP,04/01/2020,2020,April,300,200,0.378
Alpine Village CDP,04/01/2020,2020,April,60,0,0
Altadena CDP,04/01/2020,2020,April,17900,3400,0.158
Alta Sierra CDP,04/01/2020,2020,April,2800,250,0.082
Alturas city,04/01/2020,2020,April,890,170,0.157
Amador City city,04/01/2020,2020,April,60,10,0.171
American Canyon city,04/01/2020,2020,April,8400,2100,0.202
Anaheim city,04/01/2020,2020,April,140300,25200,0.152
Anderson city,04/01/2020,2020,April,3500,600,0.143
Angels City city,04/01/2020,2020,April,1610,10,0.004
Angwin CDP,04/01/2020,2020,April,1700,300,0.149
Antioch city,04/01/2020,2020,April,41100,9100,0.181
Apple Valley town,04/01/2020,2020,April,24200,3500,0.127
Aptos CDP,04/01/2020,2020,April,2700,200,0.063
Aptos Hills Larkin Valley CDP,04/01/2020,2020,April,800,300,0.253
Arbuckle CDP,04/01/2020,2020,April,1390,680,0.33
Arcadia city,04/01/2020,2020,April,22400,4500,0.167
Arcata city,04/01/2020,2020,April,8100,2000,0.201
Arden Arcade CDP,04/01/2020,2020,April,37900,8400,0.182
Armona CDP,04/01/2020,2020,April,1100,300,0.215
Arnold CDP,04/01/2020,2020,April,930,190,0.167
Aromas CDP (Monterey Co),04/01/2020,2020,April,1200,200,0.157
Arroyo Grande city,04/01/2020,2020,April,7600,1100,0.124
Artesia city,04/01/2020,2020,April,6000,1200,0.171
Arvin city,04/01/2020,2020,April,7000,1500,0.178
Ashland CDP,04/01/2020,2020,April,9000,2400,0.21
Atascadero city,04/01/2020,2020,April,12600,2000,0.134
Atherton town,04/01/2020,2020,April,2700,400,0.124
Atwater city,04/01/2020,2020,April,9800,2100,0.18
Auberry CDP,04/01/2020,2020,April,900,100,0.105
Auburn city,04/01/2020,2020,April,5800,900,0.141
August CDP,04/01/2020,2020,April,2600,1200,0.312
Avalon city,04/01/2020,2020,April,1600,0,0.021
Avenal city,04/01/2020,2020,April,2900,1000,0.254
Avery CDP,04/01/2020,2020,April,240,80,0.258
Avocado Heights CDP,04/01/2020,2020,April,5400,1700,0.242
Azusa city,04/01/2020,2020,April,18800,4400,0.189
Bakersfield city,04/01/2020,2020,April,141700,28600,0.168
Baldwin Park city,04/01/2020,2020,April,25600,7300,0.221
Banning city,04/01/2020,2020,April,9300,2000,0.178
Barstow city,04/01/2020,2020,April,7300,1600,0.18
Bay Point CDP,04/01/2020,2020,April,9500,2900,0.236
