county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Ventura County,4/26/20,388,271,,,
Yolo County,4/26/20,246,212,,,
Yuba County,4/26/20,39,18,,,
Alameda County,4/27/20,385,354,91,91,
Alpine County,4/27/20,,,,,
Amador County,4/27/20,,,,,
Butte County,4/27/20,97,97,,,
Calaveras County,4/27/20,73,25,,,
Colusa County,4/27/20,,,,,
Contra Costa County,4/27/20,340,129,,,
Del Norte County,4/27/20,,,,,
El Dorado County,4/27/20,26,,,,
Fresno County,4/27/20,305,250,28,28,
Glenn County,4/27/20,,,,,
Humboldt County,4/27/20,44,11,15,,
Imperial County,4/27/20,36,,37,,
Inyo County,4/27/20,,,,,
Kern County,4/27/20,,,15,15,
Kings County,4/27/20,,,,,
Lake County,4/27/20,15,,,,
Lassen County,4/27/20,,,,,
Los Angeles County,4/27/20,3292,1102,658,649,
Madera County ,4/27/20,20,20,,,
Marin County ,4/27/20,132,96,44,,
Mariposa County,4/27/20,44,13,,,
Mendocino County,4/27/20,160,121,,,
Merced County,4/27/20,85,35,,,
Modoc County,4/27/20,,,,,
Mono County,4/27/20,48,,,,
Monterey County,4/27/20,142,,108,15,
Napa County ,4/27/20,104,52,18,12,
Nevada County ,4/27/20,50,16,,,
Orange County,4/27/20,275,94,78,78,
Placer County,4/27/20,73,26,12,,
Plumas County,4/27/20,,,,,
Riverside County,4/27/20,422,303,15,15,
Sacramento County,4/27/20,276,121,63,63,
San Benito County,4/27/20,67,49,,,
San Bernardino County,4/27/20,50,37,20,,20
San Diego County,4/27/20,2029,409,44,44,
San Francisco,4/27/20,1805,880,91,91,
San Joaquin County,4/27/20,,,,,
San Luis Obispo County,4/27/20,155,,14,14,
San Mateo County,4/27/20,140,107,,,
Santa Barbara County,4/27/20,101,49,,,
Santa Clara County,4/27/20,660,249,105,105,
Santa Cruz County,4/27/20,27,21,35,,
Shasta County,4/27/20,20,,,,
Sierra County,4/27/20,,,,,
Siskiyou County,4/27/20,,,,,
Solano County,4/27/20,48,,,,
Sonoma County,4/27/20,45,45,,,
Stanislaus County,4/27/20,121,50,,,
Sutter County,4/27/20,16,16,,,
Tehama County,4/27/20,,,,,
Trinity County,4/27/20,,,,,
Tulare County,4/27/20,56,,,,
Tuolumne County,4/27/20,50,,,,
Ventura County,4/27/20,388,279,,,
Yolo County,4/27/20,246,214,,,
Yuba County,4/27/20,31,17,,,
Wilton Rancheria Tribe,4/27/20,,,,,
Alameda County,4/28/20,385,354,91,91,
Alpine County,4/28/20,,,,,
Amador County,4/28/20,,,,,
Butte County,4/28/20,99,99,,,
Calaveras County,4/28/20,73,25,,,
Colusa County,4/28/20,,,,,
Contra Costa County,4/28/20,444,219,,,
Del Norte County,4/28/20,,,,,
El Dorado County,4/28/20,26,,,,
Fresno County,4/28/20,305,250,28,28,
Glenn County,4/28/20,,,,,
Humboldt County,4/28/20,64,34,15,,
Imperial County,4/28/20,,,37,,
Inyo County,4/28/20,,,,,
Kern County,4/28/20,,,15,15,
Kings County,4/28/20,,,,,
Lake County,4/28/20,15,,,,
Lassen County,4/28/20,13,13,,,
Los Angeles County,4/28/20,3292,1334,658,649,
Madera County ,4/28/20,33,33,,,
Marin County ,4/28/20,132,96,44,,
Mariposa County,4/28/20,44,14,,,
Mendocino County,4/28/20,163,124,,,
Merced County,4/28/20,100,38,,,
Modoc County,4/28/20,,,,,
Mono County,4/28/20,,,,,
Monterey County,4/28/20,142,,108,15,
Napa County ,4/28/20,104,52,18,12,
Nevada County ,4/28/20,50,16,,,
Orange County,4/28/20,402,117,78,78,
Placer County,4/28/20,73,26,12,12,
Plumas County,4/28/20,,,,,
Riverside County,4/28/20,248,248,15,15,
Sacramento County,4/28/20,276,128,63,63,
San Benito County,4/28/20,67,62,,,
San Bernardino County,4/28/20,50,37,20,,20
San Diego County,4/28/20,2029,409,44,44,
San Francisco,4/28/20,1805,887,91,91,
San Joaquin County,4/28/20,,,,,
San Luis Obispo County,4/28/20,155,,14,14,
San Mateo County,4/28/20,142,113,,,
Santa Barbara County,4/28/20,100,53,,,
Santa Clara County,4/28/20,660,213,105,105,
Santa Cruz County,4/28/20,27,22,35,,
Shasta County,4/28/20,20,,,,
Sierra County,4/28/20,,,,,
Siskiyou County,4/28/20,,,,,
Solano County,4/28/20,48,,,,
Sonoma County,4/28/20,45,45,,,
Stanislaus County,4/28/20,121,48,,,
Sutter County,4/28/20,18,18,,,
Tehama County,4/28/20,,,,,
Trinity County,4/28/20,,,,,
Tulare County,4/28/20,56,,,,
Tuolumne County,4/28/20,50,,,,
Ventura County,4/28/20,388,271,,,
Yolo County,4/28/20,246,220,,,
Yuba County,4/28/20,29,17,,,
Wilton Rancheria Tribe,4/28/20,,,,,
Alameda County,4/29/20,385,340,91,91,
Alpine County,4/29/20,,,,,
Amador County,4/29/20,,,,,
Butte County,4/29/20,99,99,,,
Calaveras County,4/29/20,73,25,,,
Colusa County,4/29/20,,,,,
Contra Costa County,4/29/20,444,230,,,
Del Norte County,4/29/20,,,,,
El Dorado County,4/29/20,26,,,,
Fresno County,4/29/20,305,250,28,28,
Glenn County,4/29/20,,,,,
Humboldt County,4/29/20,64,35,15,,
Imperial County,4/29/20,,,37,,
Inyo County,4/29/20,,,,,
Kern County,4/29/20,,,15,15,
Kings County,4/29/20,,,,,
Lake County,4/29/20,15,,,,
Lassen County,4/29/20,13,13,,,
Los Angeles County,4/29/20,3292,1334,658,649,
Madera County ,4/29/20,33,33,,,
Marin County ,4/29/20,169,96,44,,
Mariposa County,4/29/20,44,14,,,
Mendocino County,4/29/20,176,137,,,
Merced County,4/29/20,100,45,,,
Modoc County,4/29/20,,,,,
Mono County,4/29/20,,,,,
Monterey County,4/29/20,142,,108,15,
Napa County ,4/29/20,104,52,18,12,
Nevada County ,4/29/20,50,16,,,
Orange County,4/29/20,402,117,78,78,
Placer County,4/29/20,73,16,12,12,
Plumas County,4/29/20,,,,,
Riverside County,4/29/20,252,252,15,15,
Sacramento County,4/29/20,276,128,63,63,
San Benito County,4/29/20,67,62,,,
San Bernardino County,4/29/20,50,37,20,,20
San Diego County,4/29/20,2029,409,44,44,
San Francisco,4/29/20,1805,890,91,91,
San Joaquin County,4/29/20,,,,,
San Luis Obispo County,4/29/20,155,,14,14,
San Mateo County,4/29/20,142,118,,,
Santa Barbara County,4/29/20,100,59,,,
Santa Clara County,4/29/20,660,211,105,105,
Santa Cruz County,4/29/20,27,22,35,,
Shasta County,4/29/20,20,11,,,
Sierra County,4/29/20,,,,,
Siskiyou County,4/29/20,,,,,
Solano County,4/29/20,48,,,,
Sonoma County,4/29/20,45,45,,,
Stanislaus County,4/29/20,121,62,,,
Sutter County,4/29/20,18,18,,,
Tehama County,4/29/20,,,,,
Trinity County,4/29/20,,,,,
Tulare County,4/29/20,56,,,,
Tuolumne County,4/29/20,50,,,,
Ventura County,4/29/20,388,273,,,
Yolo County,4/29/20,246,224,,,
Yuba County,4/29/20,26,17,,,
Wilton Rancheria Tribe,4/29/20,,,,,
Bishop Paiute Tribal Council,4/29/20,,,,,
Alameda County,4/30/20,385,338,91,91,
Alpine County,4/30/20,,,,,
Amador County,4/30/20,,,,,
Butte County,4/30/20,99,99,,,
Calaveras County,4/30/20,73,25,,,
Colusa County,4/30/20,,,,,
Contra Costa County,4/30/20,444,231,,,
Del Norte County,4/30/20,,,,,
El Dorado County,4/30/20,26,,,,
Fresno County,4/30/20,305,250,28,28,
Glenn County,4/30/20,,,,,
Humboldt County,4/30/20,64,35,15,,
Imperial County,4/30/20,,,37,,
Inyo County,4/30/20,,,,,
Kern County,4/30/20,,,15,15,
Kings County,4/30/20,,,,,
Lake County,4/30/20,15,,,,
Lassen County,4/30/20,13,13,,,
Los Angeles County,4/30/20,3292,1334,658,649,
Madera County ,4/30/20,33,33,,,
Marin County ,4/30/20,169,93,44,,
Mariposa County,4/30/20,44,14,,,
Mendocino County,4/30/20,176,137,,,
Merced County,4/30/20,100,55,,,
Modoc County,4/30/20,,,,,
Mono County,4/30/20,,,,,
Monterey County,4/30/20,142,,108,15,
Napa County ,4/30/20,97,53,18,12,
Nevada County ,4/30/20,50,16,,,
Orange County,4/30/20,402,135,78,78,
Placer County,4/30/20,73,19,12,12,
Plumas County,4/30/20,,,,,
Riverside County,4/30/20,254,254,15,15,
Sacramento County,4/30/20,275,168,63,63,
San Benito County,4/30/20,67,48,,,
San Bernardino County,4/30/20,50,37,20,,20
San Diego County,4/30/20,2029,409,44,44,
San Francisco,4/30/20,1807,906,91,91,
San Joaquin County,4/30/20,,,,,
San Luis Obispo County,4/30/20,155,,14,14,
San Mateo County,4/30/20,144,124,,,
Santa Barbara County,4/30/20,100,61,,,
Santa Clara County,4/30/20,660,211,105,105,
Santa Cruz County,4/30/20,63,37,35,,
Shasta County,4/30/20,20,11,,,
Sierra County,4/30/20,,,,,
Siskiyou County,4/30/20,,,,,
Solano County,4/30/20,48,,,,
Sonoma County,4/30/20,45,45,,,
Stanislaus County,4/30/20,121,62,,,
Sutter County,4/30/20,18,18,,,
Tehama County,4/30/20,,,,,
Trinity County,4/30/20,,,,,
Tulare County,4/30/20,56,,,,
Tuolumne County,4/30/20,50,,,,
Ventura County,4/30/20,388,278,,,
Yolo County,4/30/20,246,225,,,
Yuba County,4/30/20,26,17,,,
Wilton Rancheria Tribe,4/30/20,,,,,
Bishop Paiute Tribal Council,4/30/20,,,,,
Alameda County,5/1/20,385,343,91,91,
Alpine County,5/1/20,,,,,
Amador County,5/1/20,,,,,
Butte County,5/1/20,96,96,,,
Calaveras County,5/1/20,73,25,,,
Colusa County,5/1/20,,,,,
Contra Costa County,5/1/20,444,236,,,
Del Norte County,5/1/20,,,,,
El Dorado County,5/1/20,26,,,,
Fresno County,5/1/20,305,250,28,28,
Glenn County,5/1/20,,,,,
Humboldt County,5/1/20,64,35,15,,
Imperial County,5/1/20,,,37,,
Inyo County,5/1/20,,,,,
Kern County,5/1/20,,,15,15,
Kings County,5/1/20,,,,,
Lake County,5/1/20,15,,,,
Lassen County,5/1/20,13,13,,,
Los Angeles County,5/1/20,3292,1713,658,649,
Madera County ,5/1/20,20,20,,,
Marin County ,5/1/20,169,98,44,,
Mariposa County,5/1/20,44,13,,,
Mendocino County,5/1/20,170,131,,,
Merced County,5/1/20,112,61,,,
Modoc County,5/1/20,,,,,
Mono County,5/1/20,,,,,
Monterey County,5/1/20,142,,108,15,
Napa County ,5/1/20,97,53,18,12,
Nevada County ,5/1/20,50,14,,,
Orange County,5/1/20,402,137,78,78,
Placer County,5/1/20,73,19,12,12,
Plumas County,5/1/20,,,,,
Riverside County,5/1/20,258,258,15,15,
Sacramento County,5/1/20,275,168,63,63,
San Benito County,5/1/20,67,44,,,
San Bernardino County,5/1/20,50,37,20,,20
San Diego County,5/1/20,2029,409,44,44,
San Francisco,5/1/20,1795,895,91,91,
San Joaquin County,5/1/20,,,,,
San Luis Obispo County,5/1/20,155,,14,14,
San Mateo County,5/1/20,146,133,,,
Santa Barbara County,5/1/20,101,62,,,
Santa Clara County,5/1/20,660,240,105,105,
Santa Cruz County,5/1/20,63,37,35,,
Shasta County,5/1/20,20,11,,,
Sierra County,5/1/20,,,,,
Siskiyou County,5/1/20,,,,,
Solano County,5/1/20,238,,,,
Sonoma County,5/1/20,71,71,,,
Stanislaus County,5/1/20,121,82,,,
Sutter County,5/1/20,18,18,,,
Tehama County,5/1/20,,,,,
Trinity County,5/1/20,,,,,
Tulare County,5/1/20,56,,,,
Tuolumne County,5/1/20,50,,,,
Ventura County,5/1/20,388,288,,,
Yolo County,5/1/20,246,226,,,
Yuba County,5/1/20,31,18,,,
Wilton Rancheria Tribe,5/1/20,,,,,
Bishop Paiute Tribal Council,5/1/20,,,,,
Alameda County,5/2/20,385,343,91,91,
Alpine County,5/2/20,,,,,
Amador County,5/2/20,,,,,
Butte County,5/2/20,96,96,,,
Calaveras County,5/2/20,73,25,,,
Colusa County,5/2/20,,,,,
Contra Costa County,5/2/20,444,233,,,
Del Norte County,5/2/20,,,,,
El Dorado County,5/2/20,26,,,,
Fresno County,5/2/20,305,250,28,28,
Glenn County,5/2/20,,,,,
Humboldt County,5/2/20,64,35,15,,
Imperial County,5/2/20,,,37,,
Inyo County,5/2/20,,,,,
Kern County,5/2/20,,,15,15,
Kings County,5/2/20,,,,,
Lake County,5/2/20,15,,,,
Lassen County,5/2/20,13,13,,,
Los Angeles County,5/2/20,3419,1750,651,651,
Madera County ,5/2/20,21,21,,,
Marin County ,5/2/20,169,98,44,,
Mariposa County,5/2/20,44,13,,,
Mendocino County,5/2/20,170,131,,,
Merced County,5/2/20,112,61,,,
Modoc County,5/2/20,,,,,
Mono County,5/2/20,,,,,
Monterey County,5/2/20,142,,108,15,
Napa County ,5/2/20,97,53,18,12,
Nevada County ,5/2/20,50,14,,,
Orange County,5/2/20,402,137,78,78,
Placer County,5/2/20,73,26,12,12,
Plumas County,5/2/20,,,,,
Riverside County,5/2/20,258,258,15,15,
Sacramento County,5/2/20,275,168,63,63,
San Benito County,5/2/20,67,45,,,
San Bernardino County,5/2/20,50,37,20,,20
San Diego County,5/2/20,2029,409,44,44,
San Francisco,5/2/20,1795,904,91,91,
San Joaquin County,5/2/20,,,,,
San Luis Obispo County,5/2/20,155,,14,14,
San Mateo County,5/2/20,146,133,,,
Santa Barbara County,5/2/20,111,75,,,
Santa Clara County,5/2/20,660,267,105,105,
Santa Cruz County,5/2/20,63,43,35,,
Shasta County,5/2/20,20,13,,,
Sierra County,5/2/20,,,,,
Siskiyou County,5/2/20,,,,,
Solano County,5/2/20,238,,,,
Sonoma County,5/2/20,71,71,,,
Stanislaus County,5/2/20,121,82,,,
Sutter County,5/2/20,19,19,,,
Tehama County,5/2/20,,,,,
Trinity County,5/2/20,,,,,
Tulare County,5/2/20,56,,,,
Tuolumne County,5/2/20,50,,,,
Ventura County,5/2/20,388,303,,,
Yolo County,5/2/20,246,226,,,
Yuba County,5/2/20,31,18,,,
Wilton Rancheria Tribe,5/2/20,,,,,
Bishop Paiute Tribal Council,5/2/20,,,,,
Alameda County,5/3/20,385,343,91,91,
Alpine County,5/3/20,,,,,
Amador County,5/3/20,,,,,
Butte County,5/3/20,96,96,,,
Calaveras County,5/3/20,73,25,,,
Colusa County,5/3/20,,,,,
Contra Costa County,5/3/20,444,230,,,
Del Norte County,5/3/20,,,,,
El Dorado County,5/3/20,26,,,,
Fresno County,5/3/20,305,250,28,28,
Glenn County,5/3/20,,,,,
Humboldt County,5/3/20,64,35,15,,
Imperial County,5/3/20,,,37,,
Inyo County,5/3/20,,,,,
Kern County,5/3/20,,,15,15,
Kings County,5/3/20,,,,,
Lake County,5/3/20,15,,,,
Lassen County,5/3/20,13,13,,,
Los Angeles County,5/3/20,3631,1945,658,651,
Madera County ,5/3/20,21,21,,,
Marin County ,5/3/20,169,98,44,,
Mariposa County,5/3/20,44,13,,,
Mendocino County,5/3/20,170,131,,,
Merced County,5/3/20,112,61,,,
Modoc County,5/3/20,,,,,
Mono County,5/3/20,,,,,
Monterey County,5/3/20,142,,108,15,
Napa County ,5/3/20,97,53,18,12,
Nevada County ,5/3/20,50,14,,,
Orange County,5/3/20,402,137,78,78,
Placer County,5/3/20,73,26,12,12,
Plumas County,5/3/20,,,,,
Riverside County,5/3/20,258,258,15,15,
Sacramento County,5/3/20,275,168,63,63,
San Benito County,5/3/20,67,44,,,
San Bernardino County,5/3/20,50,37,20,,20
San Diego County,5/3/20,2029,409,44,44,
San Francisco,5/3/20,1795,906,91,91,
San Joaquin County,5/3/20,,,,,
San Luis Obispo County,5/3/20,155,,14,14,
San Mateo County,5/3/20,146,133,,,
Santa Barbara County,5/3/20,111,75,,,
Santa Clara County,5/3/20,660,267,105,105,
Santa Cruz County,5/3/20,63,47,35,,
Shasta County,5/3/20,20,13,,,
Sierra County,5/3/20,,,,,
Siskiyou County,5/3/20,,,,,
Solano County,5/3/20,238,,,,
Sonoma County,5/3/20,71,71,,,
Stanislaus County,5/3/20,121,82,,,
Sutter County,5/3/20,19,19,,,
Tehama County,5/3/20,,,,,
Trinity County,5/3/20,,,,,
Tulare County,5/3/20,56,,,,
Tuolumne County,5/3/20,50,,,,
Ventura County,5/3/20,388,303,,,
Yolo County,5/3/20,246,226,,,
Yuba County,5/3/20,31,18,,,
Wilton Rancheria Tribe,5/3/20,,,,,
Bishop Paiute Tribal Council,5/3/20,,,,,
Alameda County,5/4/20,385,343,91,91,
Alpine County,5/4/20,,,,,
Amador County,5/4/20,,,,,
Butte County,5/4/20,97,97,,,
Calaveras County,5/4/20,73,25,,,
Colusa County,5/4/20,,,,,
Contra Costa County,5/4/20,443,230,,,
Del Norte County,5/4/20,,,,,
El Dorado County,5/4/20,26,,,,
Fresno County,5/4/20,305,250,28,28,
Glenn County,5/4/20,,,,,
Humboldt County,5/4/20,64,35,15,,
Imperial County,5/4/20,,,37,,
Inyo County,5/4/20,,,,,
Kern County,5/4/20,,,15,15,
Kings County,5/4/20,,,,,
Lake County,5/4/20,15,,,,
Lassen County,5/4/20,13,13,,,
Los Angeles County,5/4/20,3631,1945,651,651,
Madera County ,5/4/20,21,21,,,
Marin County ,5/4/20,169,98,44,,
Mariposa County,5/4/20,44,13,,,
Mendocino County,5/4/20,176,136,,,
Merced County,5/4/20,112,61,,,
Modoc County,5/4/20,,,,,
Mono County,5/4/20,,,,,
Monterey County,5/4/20,142,,108,15,
Napa County ,5/4/20,97,54,18,12,
Nevada County ,5/4/20,50,14,,,
Orange County,5/4/20,402,145,78,78,
Placer County,5/4/20,73,26,12,12,
Plumas County,5/4/20,,,,,
Riverside County,5/4/20,261,261,15,15,
Sacramento County,5/4/20,423,235,63,63,
San Benito County,5/4/20,67,49,,,
San Bernardino County,5/4/20,50,37,20,,20
San Diego County,5/4/20,2029,409,44,44,
San Francisco,5/4/20,1795,965,91,91,
San Joaquin County,5/4/20,,,,,
San Luis Obispo County,5/4/20,155,,14,14,
San Mateo County,5/4/20,147,139,,,
Santa Barbara County,5/4/20,110,74,,,
Santa Clara County,5/4/20,660,292,105,105,
Santa Cruz County,5/4/20,63,47,35,,
Shasta County,5/4/20,20,16,,,
Sierra County,5/4/20,,,,,
Siskiyou County,5/4/20,,,,,
Solano County,5/4/20,238,,,,
Sonoma County,5/4/20,71,71,,,
Stanislaus County,5/4/20,121,82,,,
Sutter County,5/4/20,19,19,,,
Tehama County,5/4/20,,,,,
Trinity County,5/4/20,,,,,
Tulare County,5/4/20,40,,,,
Tuolumne County,5/4/20,50,,,,
Ventura County,5/4/20,388,303,,,
Yolo County,5/4/20,246,228,,,
Yuba County,5/4/20,29,18,,,
Wilton Rancheria Tribe,5/4/20,,,,,
Bishop Paiute Tribal Council,5/4/20,,,,,
Alameda County,5/5/20,483,347,91,91,
Alpine County,5/5/20,,,,,
Amador County,5/5/20,,,,,
Butte County,5/5/20,97,97,,,
Calaveras County,5/5/20,73,25,,,
Colusa County,5/5/20,,,,,
Contra Costa County,5/5/20,443,225,,,
Del Norte County,5/5/20,19,,,,
El Dorado County,5/5/20,26,,,,
Fresno County,5/5/20,305,250,28,28,
Glenn County,5/5/20,,,,,
Humboldt County,5/5/20,64,40,15,,
Imperial County,5/5/20,,,37,,
Inyo County,5/5/20,,,,,
Kern County,5/5/20,,,15,15,
Kings County,5/5/20,,,,,
Lake County,5/5/20,15,,,,
Lassen County,5/5/20,13,13,,,
Los Angeles County,5/5/20,3631,1945,651,651,
Madera County ,5/5/20,21,21,,,
Marin County ,5/5/20,169,99,44,,
Mariposa County,5/5/20,44,13,,,
Mendocino County,5/5/20,176,136,,,
Merced County,5/5/20,112,61,,,
Modoc County,5/5/20,,,,,
Mono County,5/5/20,,,,,
Monterey County,5/5/20,142,,108,15,
Napa County ,5/5/20,97,54,18,12,
Nevada County ,5/5/20,70,,,,
Orange County,5/5/20,666,154,78,78,
Placer County,5/5/20,73,30,12,12,
Plumas County,5/5/20,,,,,
Riverside County,5/5/20,269,269,15,15,
Sacramento County,5/5/20,423,242,63,63,
San Benito County,5/5/20,67,49,,,
San Bernardino County,5/5/20,50,37,20,,20
San Diego County,5/5/20,2029,409,44,44,
San Francisco,5/5/20,1795,973,91,91,
San Joaquin County,5/5/20,,,,,
San Luis Obispo County,5/5/20,155,,14,14,
San Mateo County,5/5/20,147,142,,,
Santa Barbara County,5/5/20,107,74,,,
Santa Clara County,5/5/20,660,298,105,105,
Santa Cruz County,5/5/20,63,47,35,,
Shasta County,5/5/20,20,16,,,
Sierra County,5/5/20,,,,,
Siskiyou County,5/5/20,,,,,
Solano County,5/5/20,238,,,,
Sonoma County,5/5/20,71,71,,,
Stanislaus County,5/5/20,121,84,,,
Sutter County,5/5/20,19,19,,,
Tehama County,5/5/20,,,,,
Trinity County,5/5/20,,,,,
Tulare County,5/5/20,56,14,,,
Tuolumne County,5/5/20,50,,,,
Ventura County,5/5/20,388,302,,,
Yolo County,5/5/20,246,227,,,
Yuba County,5/5/20,29,18,,,
Wilton Rancheria Tribe,5/5/20,,,,,
Bishop Paiute Tribal Council,5/5/20,,,,,
Alameda County,5/6/20,483,335,91,91,
Alpine County,5/6/20,,,,,
Amador County,5/6/20,,,,,
Butte County,5/6/20,104,104,,,
Calaveras County,5/6/20,73,25,,,
Colusa County,5/6/20,,,,,
Contra Costa County,5/6/20,443,223,,,
Del Norte County,5/6/20,19,,,,
El Dorado County,5/6/20,26,,,,
Fresno County,5/6/20,305,250,28,28,
Glenn County,5/6/20,,,,,
Humboldt County,5/6/20,64,40,15,,
Imperial County,5/6/20,,,37,,
Inyo County,5/6/20,,,,,
Kern County,5/6/20,,,15,15,
Kings County,5/6/20,,,,,
Lake County,5/6/20,15,,,,
Lassen County,5/6/20,,,,,
Los Angeles County,5/6/20,3820,1945,651,651,
Madera County ,5/6/20,21,21,,,
Marin County ,5/6/20,169,99,44,,
Mariposa County,5/6/20,44,13,,,
Mendocino County,5/6/20,180,140,,,
Merced County,5/6/20,112,65,,,
Modoc County,5/6/20,,,,,
Mono County,5/6/20,,,,,
Monterey County,5/6/20,142,,108,15,
Napa County ,5/6/20,97,54,18,12,
Nevada County ,5/6/20,70,,,,
Orange County,5/6/20,666,162,78,78,
Placer County,5/6/20,73,30,12,12,
Plumas County,5/6/20,,,,,
Riverside County,5/6/20,273,273,15,15,
Sacramento County,5/6/20,423,256,63,63,
San Benito County,5/6/20,67,59,,,
San Bernardino County,5/6/20,50,37,20,,20
San Diego County,5/6/20,2029,409,44,44,
San Francisco,5/6/20,1795,981,91,91,
San Joaquin County,5/6/20,,,,,
San Luis Obispo County,5/6/20,155,,14,14,
San Mateo County,5/6/20,147,144,,,
Santa Barbara County,5/6/20,107,76,,,
Santa Clara County,5/6/20,682,300,105,105,
Santa Cruz County,5/6/20,63,44,35,,
Shasta County,5/6/20,20,16,,,
Sierra County,5/6/20,,,,,
Siskiyou County,5/6/20,,,,,
Solano County,5/6/20,238,,,,
Sonoma County,5/6/20,71,71,,,
Stanislaus County,5/6/20,121,85,,,
Sutter County,5/6/20,19,19,,,
Tehama County,5/6/20,,,,,
Trinity County,5/6/20,,,,,
Tulare County,5/6/20,56,14,,,
Tuolumne County,5/6/20,50,,,,
Ventura County,5/6/20,388,305,,,
Yolo County,5/6/20,246,226,,,
Yuba County,5/6/20,21,19,,,
Wilton Rancheria Tribe,5/6/20,,,,,
Bishop Paiute Tribal Council,5/6/20,,,,,
Alameda County,5/7/20,483,331,91,91,
Alpine County,5/7/20,,,,,
Amador County,5/7/20,,,,,
Butte County,5/7/20,103,103,,,
Calaveras County,5/7/20,73,25,,,
Colusa County,5/7/20,,,,,
Contra Costa County,5/7/20,443,236,,,
Del Norte County,5/7/20,19,,,,
El Dorado County,5/7/20,26,,,,
Fresno County,5/7/20,305,250,28,28,
Glenn County,5/7/20,,,,,
Humboldt County,5/7/20,64,40,15,,
Imperial County,5/7/20,,,37,,
Inyo County,5/7/20,,,,,
Kern County,5/7/20,,,15,15,
Kings County,5/7/20,,,,,
Lake County,5/7/20,15,,,,
Lassen County,5/7/20,,,,,
Los Angeles County,5/7/20,3820,1945,651,651,
Madera County ,5/7/20,21,21,,,
Marin County ,5/7/20,169,100,44,,
Mariposa County,5/7/20,44,13,,,
Mendocino County,5/7/20,180,140,,,
Merced County,5/7/20,112,65,,,
Modoc County,5/7/20,,,,,
Mono County,5/7/20,,,,,
Monterey County,5/7/20,142,17,108,15,
Napa County ,5/7/20,97,53,18,12,
Nevada County ,5/7/20,70,,,,
Orange County,5/7/20,666,172,78,78,
Placer County,5/7/20,73,30,12,12,
Plumas County,5/7/20,,,,,
Riverside County,5/7/20,273,273,15,15,
Sacramento County,5/7/20,423,269,63,63,
San Benito County,5/7/20,67,57,,,
San Bernardino County,5/7/20,50,37,20,,20
San Diego County,5/7/20,2029,409,44,44,
San Francisco,5/7/20,1795,999,91,91,
San Joaquin County,5/7/20,,,,,
San Luis Obispo County,5/7/20,155,,14,14,
San Mateo County,5/7/20,147,147,,,
Santa Barbara County,5/7/20,119,90,,,
Santa Clara County,5/7/20,660,307,105,105,
Santa Cruz County,5/7/20,63,44,35,,
Shasta County,5/7/20,25,17,,,
Sierra County,5/7/20,,,,,
Siskiyou County,5/7/20,,,,,
Solano County,5/7/20,238,,,,
Sonoma County,5/7/20,71,71,,,
Stanislaus County,5/7/20,121,82,,,
Sutter County,5/7/20,19,19,,,
Tehama County,5/7/20,,,,,
Trinity County,5/7/20,,,,,
Tulare County,5/7/20,56,15,,,
Tuolumne County,5/7/20,50,,,,
Ventura County,5/7/20,388,307,,,
Yolo County,5/7/20,246,225,,,
Yuba County,5/7/20,23,20,,,
Wilton Rancheria Tribe,5/7/20,,,,,
Bishop Paiute Tribal Council,5/7/20,,,,,
Alameda County,5/8/20,483,331,91,91,
Alpine County,5/8/20,,,,,
Amador County,5/8/20,,,,,
Butte County,5/8/20,115,115,,,
Calaveras County,5/8/20,73,25,,,
Colusa County,5/8/20,,,,,
Contra Costa County,5/8/20,442,241,,,
Del Norte County,5/8/20,19,,,,
El Dorado County,5/8/20,26,,,,
Fresno County,5/8/20,305,250,28,28,
Glenn County,5/8/20,,,,,
Humboldt County,5/8/20,64,40,15,,
Imperial County,5/8/20,,,37,,
Inyo County,5/8/20,,,,,
Kern County,5/8/20,,,15,15,
Kings County,5/8/20,,,,,
Lake County,5/8/20,15,,,,
Lassen County,5/8/20,,,,,
Los Angeles County,5/8/20,3820,1945,651,651,
Madera County ,5/8/20,21,21,,,
Marin County ,5/8/20,169,100,44,,
Mariposa County,5/8/20,44,13,,,
Mendocino County,5/8/20,181,141,,,
Merced County,5/8/20,112,74,,,
Modoc County,5/8/20,,,,,
Mono County,5/8/20,,,,,
Monterey County,5/8/20,142,17,108,15,
Napa County ,5/8/20,97,53,18,12,
Nevada County ,5/8/20,70,,,,
Orange County,5/8/20,666,189,78,78,
Placer County,5/8/20,73,30,12,12,
Plumas County,5/8/20,,,,,
Riverside County,5/8/20,266,266,15,15,
Sacramento County,5/8/20,423,269,63,63,
San Benito County,5/8/20,67,49,,,
San Bernardino County,5/8/20,50,37,20,,20
San Diego County,5/8/20,2029,409,44,44,
San Francisco,5/8/20,1795,984,91,91,
San Joaquin County,5/8/20,76,33,,,
San Luis Obispo County,5/8/20,155,,14,14,
San Mateo County,5/8/20,151,151,,,
Santa Barbara County,5/8/20,126,97,,,
Santa Clara County,5/8/20,709,305,105,105,
Santa Cruz County,5/8/20,63,47,35,,
Shasta County,5/8/20,25,17,,,
Sierra County,5/8/20,,,,,
Siskiyou County,5/8/20,,,,,
Solano County,5/8/20,238,15,,,
Sonoma County,5/8/20,71,71,,,
Stanislaus County,5/8/20,121,85,,,
Sutter County,5/8/20,19,19,,,
Tehama County,5/8/20,,,,,
